/home/changshu/CODEMIND/dataset/Avatar/Avatar-Python/codeforces_669_A/transformation.py,3,0,0,3,8,0,0,./tmp/_home_changshu_CODEMIND_dataset_Avatar_Avatar-Python_codeforces_669_A_transformation.py.log
/home/changshu/CODEMIND/dataset/Avatar/Avatar-Python/codeforces_276_B/transformation.py,14,7,3,8,8,0,2,./tmp/_home_changshu_CODEMIND_dataset_Avatar_Avatar-Python_codeforces_276_B_transformation.py.log
/home/changshu/CODEMIND/dataset/Avatar/Avatar-Python/atcoder_ABC070_B/transformation.py,5,2,1,4,8,0,0,./tmp/_home_changshu_CODEMIND_dataset_Avatar_Avatar-Python_atcoder_ABC070_B_transformation.py.log
/home/changshu/CODEMIND/dataset/Avatar/Avatar-Python/atcoder_ABC151_A/transformation.py,15,4,3,13,11,0,5,./tmp/_home_changshu_CODEMIND_dataset_Avatar_Avatar-Python_atcoder_ABC151_A_transformation.py.log
/home/changshu/CODEMIND/dataset/Avatar/Avatar-Python/atcoder_ABC178_A/transformation.py,6,2,1,6,9,0,1,./tmp/_home_changshu_CODEMIND_dataset_Avatar_Avatar-Python_atcoder_ABC178_A_transformation.py.log
/home/changshu/CODEMIND/dataset/Avatar/Avatar-Python/codeforces_334_A/transformation.py,5,2,1,4,8,0,0,./tmp/_home_changshu_CODEMIND_dataset_Avatar_Avatar-Python_codeforces_334_A_transformation.py.log
/home/changshu/CODEMIND/dataset/Avatar/Avatar-Python/atcoder_ABC108_B/transformation.py,6,0,0,7,11,0,1,./tmp/_home_changshu_CODEMIND_dataset_Avatar_Avatar-Python_atcoder_ABC108_B_transformation.py.log
/home/changshu/CODEMIND/dataset/Avatar/Avatar-Python/codeforces_581_A/transformation.py,3,0,0,4,10,0,0,./tmp/_home_changshu_CODEMIND_dataset_Avatar_Avatar-Python_codeforces_581_A_transformation.py.log
/home/changshu/CODEMIND/dataset/Avatar/Avatar-Python/atcoder_ABC170_A/transformation.py,6,3,3,6,8,0,2,./tmp/_home_changshu_CODEMIND_dataset_Avatar_Avatar-Python_atcoder_ABC170_A_transformation.py.log
/home/changshu/CODEMIND/dataset/Avatar/Avatar-Python/atcoder_ABC132_F/transformation.py,10,7,2,13,13,0,1,./tmp/_home_changshu_CODEMIND_dataset_Avatar_Avatar-Python_atcoder_ABC132_F_transformation.py.log
/home/changshu/CODEMIND/dataset/Avatar/Avatar-Python/atcoder_ABC135_D/transformation.py,25,8,26,13,13,0,8,./tmp/_home_changshu_CODEMIND_dataset_Avatar_Avatar-Python_atcoder_ABC135_D_transformation.py.log
/home/changshu/CODEMIND/dataset/Avatar/Avatar-Python/atcoder_ABC129_E/transformation.py,11,4,3,12,11,0,3,./tmp/_home_changshu_CODEMIND_dataset_Avatar_Avatar-Python_atcoder_ABC129_E_transformation.py.log
/home/changshu/CODEMIND/dataset/Avatar/Avatar-Python/codeforces_190_A/transformation.py,12,6,4,8,11,0,1,./tmp/_home_changshu_CODEMIND_dataset_Avatar_Avatar-Python_codeforces_190_A_transformation.py.log
/home/changshu/CODEMIND/dataset/Avatar/Avatar-Python/codeforces_579_A/transformation.py,7,2,1,6,10,0,1,./tmp/_home_changshu_CODEMIND_dataset_Avatar_Avatar-Python_codeforces_579_A_transformation.py.log
/home/changshu/CODEMIND/dataset/Avatar/Avatar-Python/atcoder_ABC169_C/transformation.py,8,0,0,12,13,0,5,./tmp/_home_changshu_CODEMIND_dataset_Avatar_Avatar-Python_atcoder_ABC169_C_transformation.py.log
/home/changshu/CODEMIND/dataset/Avatar/Avatar-Python/codeforces_678_A/transformation.py,3,0,0,3,8,0,0,./tmp/_home_changshu_CODEMIND_dataset_Avatar_Avatar-Python_codeforces_678_A_transformation.py.log
/home/changshu/CODEMIND/dataset/Avatar/Avatar-Python/codeforces_49_A/transformation.py,8,7,6,5,8,0,0,./tmp/_home_changshu_CODEMIND_dataset_Avatar_Avatar-Python_codeforces_49_A_transformation.py.log
/home/changshu/CODEMIND/dataset/Avatar/Avatar-Python/atcoder_ABC174_C/transformation.py,13,4,6,8,16,0,2,./tmp/_home_changshu_CODEMIND_dataset_Avatar_Avatar-Python_atcoder_ABC174_C_transformation.py.log
/home/changshu/CODEMIND/dataset/Avatar/Avatar-Python/codeforces_569_A/transformation.py,5,2,1,4,8,0,0,./tmp/_home_changshu_CODEMIND_dataset_Avatar_Avatar-Python_codeforces_569_A_transformation.py.log
/home/changshu/CODEMIND/dataset/Avatar/Avatar-Python/codeforces_369_B/transformation.py,6,1,0,8,11,0,3,./tmp/_home_changshu_CODEMIND_dataset_Avatar_Avatar-Python_codeforces_369_B_transformation.py.log
/home/changshu/CODEMIND/dataset/Avatar/Avatar-Python/atcoder_ABC164_D/transformation.py,8,1,0,10,8,0,3,./tmp/_home_changshu_CODEMIND_dataset_Avatar_Avatar-Python_atcoder_ABC164_D_transformation.py.log
/home/changshu/CODEMIND/dataset/Avatar/Avatar-Python/codeforces_99_A/transformation.py,6,3,1,4,8,0,0,./tmp/_home_changshu_CODEMIND_dataset_Avatar_Avatar-Python_codeforces_99_A_transformation.py.log
/home/changshu/CODEMIND/dataset/Avatar/Avatar-Python/atcoder_ABC149_C/transformation.py,16,5,10,9,11,0,1,./tmp/_home_changshu_CODEMIND_dataset_Avatar_Avatar-Python_atcoder_ABC149_C_transformation.py.log
/home/changshu/CODEMIND/dataset/Avatar/Avatar-Python/atcoder_ABC136_B/transformation.py,8,3,1,7,10,0,2,./tmp/_home_changshu_CODEMIND_dataset_Avatar_Avatar-Python_atcoder_ABC136_B_transformation.py.log
/home/changshu/CODEMIND/dataset/Avatar/Avatar-Python/atcoder_AGC025_A/transformation.py,3,2,1,4,6,0,0,./tmp/_home_changshu_CODEMIND_dataset_Avatar_Avatar-Python_atcoder_AGC025_A_transformation.py.log
/home/changshu/CODEMIND/dataset/Avatar/Avatar-Python/codeforces_546_A/transformation.py,10,5,8,6,8,0,1,./tmp/_home_changshu_CODEMIND_dataset_Avatar_Avatar-Python_codeforces_546_A_transformation.py.log
/home/changshu/CODEMIND/dataset/Avatar/Avatar-Python/atcoder_ABC169_D/transformation.py,23,12,10,11,14,0,5,./tmp/_home_changshu_CODEMIND_dataset_Avatar_Avatar-Python_atcoder_ABC169_D_transformation.py.log
/home/changshu/CODEMIND/dataset/Avatar/Avatar-Python/atcoder_AGC046_A/transformation.py,3,0,0,3,9,0,0,./tmp/_home_changshu_CODEMIND_dataset_Avatar_Avatar-Python_atcoder_AGC046_A_transformation.py.log
/home/changshu/CODEMIND/dataset/Avatar/Avatar-Python/atcoder_ABC158_A/transformation.py,3,0,0,3,8,0,0,./tmp/_home_changshu_CODEMIND_dataset_Avatar_Avatar-Python_atcoder_ABC158_A_transformation.py.log
