/home/changshu/CODEMIND/Experiment_Results/SR/Synthesis/use_test/gemini-1.5-pro/humaneval/HumanEval_87/main.py,7,4,6,1,0,0,0,./tmp/_home_changshu_CODEMIND_Experiment_Results_SR_Synthesis_use_test_gemini-1.5-pro_humaneval_HumanEval_87_main.py.log
/home/changshu/CODEMIND/Experiment_Results/SR/Synthesis/use_test/gemini-1.5-pro/humaneval/HumanEval_101/main.py,1,0,0,1,0,0,0,./tmp/_home_changshu_CODEMIND_Experiment_Results_SR_Synthesis_use_test_gemini-1.5-pro_humaneval_HumanEval_101_main.py.log
/home/changshu/CODEMIND/Experiment_Results/SR/Synthesis/use_test/gemini-1.5-pro/humaneval/HumanEval_138/main.py,1,0,0,0,0,0,0,./tmp/_home_changshu_CODEMIND_Experiment_Results_SR_Synthesis_use_test_gemini-1.5-pro_humaneval_HumanEval_138_main.py.log
/home/changshu/CODEMIND/Experiment_Results/SR/Synthesis/use_test/gemini-1.5-pro/humaneval/HumanEval_96/main.py,5,2,4,1,0,0,0,./tmp/_home_changshu_CODEMIND_Experiment_Results_SR_Synthesis_use_test_gemini-1.5-pro_humaneval_HumanEval_96_main.py.log
/home/changshu/CODEMIND/Experiment_Results/SR/Synthesis/use_test/gemini-1.5-pro/humaneval/HumanEval_139/main.py,5,1,0,2,0,0,1,./tmp/_home_changshu_CODEMIND_Experiment_Results_SR_Synthesis_use_test_gemini-1.5-pro_humaneval_HumanEval_139_main.py.log
/home/changshu/CODEMIND/Experiment_Results/SR/Synthesis/use_test/gemini-1.5-pro/humaneval/HumanEval_38/main.py,2,2,0,4,0,0,0,./tmp/_home_changshu_CODEMIND_Experiment_Results_SR_Synthesis_use_test_gemini-1.5-pro_humaneval_HumanEval_38_main.py.log
/home/changshu/CODEMIND/Experiment_Results/SR/Synthesis/use_test/gemini-1.5-pro/humaneval/HumanEval_33/main.py,3,2,1,1,0,0,0,./tmp/_home_changshu_CODEMIND_Experiment_Results_SR_Synthesis_use_test_gemini-1.5-pro_humaneval_HumanEval_33_main.py.log
/home/changshu/CODEMIND/Experiment_Results/SR/Synthesis/use_test/gemini-1.5-pro/humaneval/HumanEval_92/main.py,2,1,0,0,0,0,0,./tmp/_home_changshu_CODEMIND_Experiment_Results_SR_Synthesis_use_test_gemini-1.5-pro_humaneval_HumanEval_92_main.py.log
/home/changshu/CODEMIND/Experiment_Results/SR/Synthesis/use_test/gemini-1.5-pro/humaneval/HumanEval_155/main.py,4,3,1,0,0,0,0,./tmp/_home_changshu_CODEMIND_Experiment_Results_SR_Synthesis_use_test_gemini-1.5-pro_humaneval_HumanEval_155_main.py.log
/home/changshu/CODEMIND/Experiment_Results/SR/Synthesis/use_test/gemini-1.5-pro/humaneval/HumanEval_1/main.py,5,3,2,1,0,0,0,./tmp/_home_changshu_CODEMIND_Experiment_Results_SR_Synthesis_use_test_gemini-1.5-pro_humaneval_HumanEval_1_main.py.log
/home/changshu/CODEMIND/Experiment_Results/SR/Synthesis/use_test/gemini-1.5-pro/humaneval/HumanEval_91/main.py,3,1,1,4,0,0,0,./tmp/_home_changshu_CODEMIND_Experiment_Results_SR_Synthesis_use_test_gemini-1.5-pro_humaneval_HumanEval_91_main.py.log
/home/changshu/CODEMIND/Experiment_Results/SR/Synthesis/use_test/gemini-1.5-pro/humaneval/HumanEval_104/main.py,5,1,4,1,0,0,0,./tmp/_home_changshu_CODEMIND_Experiment_Results_SR_Synthesis_use_test_gemini-1.5-pro_humaneval_HumanEval_104_main.py.log
/home/changshu/CODEMIND/Experiment_Results/SR/Synthesis/use_test/gemini-1.5-pro/humaneval/HumanEval_127/main.py,5,4,1,0,0,0,0,./tmp/_home_changshu_CODEMIND_Experiment_Results_SR_Synthesis_use_test_gemini-1.5-pro_humaneval_HumanEval_127_main.py.log
/home/changshu/CODEMIND/Experiment_Results/SR/Synthesis/use_test/gemini-1.5-pro/humaneval/HumanEval_90/main.py,3,2,0,0,0,0,0,./tmp/_home_changshu_CODEMIND_Experiment_Results_SR_Synthesis_use_test_gemini-1.5-pro_humaneval_HumanEval_90_main.py.log
/home/changshu/CODEMIND/Experiment_Results/SR/Synthesis/use_test/gemini-1.5-pro/humaneval/HumanEval_7/main.py,1,1,0,1,0,0,0,./tmp/_home_changshu_CODEMIND_Experiment_Results_SR_Synthesis_use_test_gemini-1.5-pro_humaneval_HumanEval_7_main.py.log
/home/changshu/CODEMIND/Experiment_Results/SR/Synthesis/use_test/gemini-1.5-pro/humaneval/HumanEval_136/main.py,6,4,5,0,0,0,0,./tmp/_home_changshu_CODEMIND_Experiment_Results_SR_Synthesis_use_test_gemini-1.5-pro_humaneval_HumanEval_136_main.py.log
/home/changshu/CODEMIND/Experiment_Results/SR/Synthesis/use_test/gemini-1.5-pro/humaneval/HumanEval_99/main.py,1,0,0,0,0,0,0,./tmp/_home_changshu_CODEMIND_Experiment_Results_SR_Synthesis_use_test_gemini-1.5-pro_humaneval_HumanEval_99_main.py.log
/home/changshu/CODEMIND/Experiment_Results/SR/Synthesis/use_test/gemini-1.5-pro/humaneval/HumanEval_81/main.py,14,12,1,1,0,0,0,./tmp/_home_changshu_CODEMIND_Experiment_Results_SR_Synthesis_use_test_gemini-1.5-pro_humaneval_HumanEval_81_main.py.log
/home/changshu/CODEMIND/Experiment_Results/SR/Synthesis/use_test/gemini-1.5-pro/humaneval/HumanEval_119/main.py,5,3,2,0,0,0,0,./tmp/_home_changshu_CODEMIND_Experiment_Results_SR_Synthesis_use_test_gemini-1.5-pro_humaneval_HumanEval_119_main.py.log
/home/changshu/CODEMIND/Experiment_Results/SR/Synthesis/use_test/gemini-1.5-pro/humaneval/HumanEval_10/main.py,4,2,1,0,0,0,2,./tmp/_home_changshu_CODEMIND_Experiment_Results_SR_Synthesis_use_test_gemini-1.5-pro_humaneval_HumanEval_10_main.py.log
/home/changshu/CODEMIND/Experiment_Results/SR/Synthesis/use_test/gemini-1.5-pro/humaneval/HumanEval_56/main.py,5,3,2,0,0,0,0,./tmp/_home_changshu_CODEMIND_Experiment_Results_SR_Synthesis_use_test_gemini-1.5-pro_humaneval_HumanEval_56_main.py.log
/home/changshu/CODEMIND/Experiment_Results/SR/Synthesis/use_test/gemini-1.5-pro/humaneval/HumanEval_109/main.py,6,5,2,0,0,0,0,./tmp/_home_changshu_CODEMIND_Experiment_Results_SR_Synthesis_use_test_gemini-1.5-pro_humaneval_HumanEval_109_main.py.log
/home/changshu/CODEMIND/Experiment_Results/SR/Synthesis/use_test/gemini-1.5-pro/humaneval/HumanEval_25/main.py,4,3,1,1,0,0,0,./tmp/_home_changshu_CODEMIND_Experiment_Results_SR_Synthesis_use_test_gemini-1.5-pro_humaneval_HumanEval_25_main.py.log
/home/changshu/CODEMIND/Experiment_Results/SR/Synthesis/use_test/gemini-1.5-pro/humaneval/HumanEval_43/main.py,4,2,3,0,0,0,0,./tmp/_home_changshu_CODEMIND_Experiment_Results_SR_Synthesis_use_test_gemini-1.5-pro_humaneval_HumanEval_43_main.py.log
/home/changshu/CODEMIND/Experiment_Results/SR/Synthesis/use_test/gemini-1.5-pro/humaneval/HumanEval_84/main.py,1,0,0,0,0,0,0,./tmp/_home_changshu_CODEMIND_Experiment_Results_SR_Synthesis_use_test_gemini-1.5-pro_humaneval_HumanEval_84_main.py.log
/home/changshu/CODEMIND/Experiment_Results/SR/Synthesis/use_test/gemini-1.5-pro/humaneval/HumanEval_70/main.py,4,3,1,1,0,0,0,./tmp/_home_changshu_CODEMIND_Experiment_Results_SR_Synthesis_use_test_gemini-1.5-pro_humaneval_HumanEval_70_main.py.log
/home/changshu/CODEMIND/Experiment_Results/SR/Synthesis/use_test/gemini-1.5-pro/humaneval/HumanEval_98/main.py,3,1,1,0,0,0,0,./tmp/_home_changshu_CODEMIND_Experiment_Results_SR_Synthesis_use_test_gemini-1.5-pro_humaneval_HumanEval_98_main.py.log
/home/changshu/CODEMIND/Experiment_Results/SR/Synthesis/use_test/gemini-1.5-pro/humaneval/HumanEval_158/main.py,4,2,1,0,0,0,0,./tmp/_home_changshu_CODEMIND_Experiment_Results_SR_Synthesis_use_test_gemini-1.5-pro_humaneval_HumanEval_158_main.py.log
